Clean_Reviews,Sentiment_label
rd class service they are trying to copy haier but changruba is not even close to haier s professionalism buy and get installed at your own risk,0
performance battery okay,2
bad condition,0
nice product thanks daraz for product and service,2
worst headphone anyone can ever buy quality is so bad that i tried to return it broken but they rejected my return request saying the product is fine if that is the quality of fine one i am speachless,0
useable,0
strength of bag is not good enough,0
this is not cotton this is nylon or polyester,0
best quality highly recommend and next month in sha allah order for my sister s also,2
excellent very cooperative timely delivered,2
useless product,0
product is good on time delivery jesa show kiya wesa mila,2
great quality as per description metallic hooks that very good,2
best product,2
product received as advertised,2
nice shoe same delivered,2
satisfied to buy from your store very qualitative products you have and this one is also amazing,2
use able product very bad quilty,1
sent totally different belt returned,0
very very good quality products working excellent on off button to operate with speed button very good quality with low price seller attitude is very cooperative and nice,2
it s light weighted but not comfortable for me and it s slippery on wetty floor so for normal use it s not bad,1
awsome will buy again,2
thanks daraz family,2
jis din se liya he ek mint bhi use nhi kiya ghante charge karo sirf on hota he our ek second me of hojata he,0
easy to use good quality in this price,2
very bad quality of the shoes,0
it s so beautiful ad quality is nice thanks,2
this is so nice thankyew daraz,2
a good hair dryer in this price i love the quality and air blow is also good only thing i didn t like is that the parcel was already opened when the rider gave it to me and the dryer had some scratches on it like it was second hand and used before button placement is also opposite the red button giving a normal air blow and black button giving hot air which is okay for me overal it is working fine giving it stars recommended,1
cheap fake even not answer on giving number,0
best quality very useful product seller is very cooperative delivered in just one day,2
it s so convenient and excellent quality,2
highly recommended fully satisfied thanks daraz thanks seller,2
i dont like this product chota size tha quality b boht bhro thi,0
zaberdast thanks daraz bht acha laga,2
received timely,2
i received my parcel today bottles are too much small not same as shown in picture not satisfied price is too much,0
it was great experience i am setisfy with the products their quilty is good,2
i am very happ because its amazing glasses and delivery was so good and iam excited to watch this love this glasses,2
nice delivered on time,2
very bad experience seller send me the used handfree set cheap and used shame on you,0
quality was good,2
not good glass is blurred and scratched not satisfied,0
it s really cool,2
not good same as shown in the pic but its smell was not good i didnot use it i just waste my money,0
well packed timely delivery quantity is normal,1
